passenger_id,first_name,last_name,full_name,pnr_booking_ref,flight_id,seat_number,ticket_class,checkin_status,special_assistance_flag,nationality,contact_email
PAX00206,Sofia,Wang,Sofia Wang,SVA67V,FL0167,19E,Economy,checked-in,False,Japanese,sofia.wang963@example.com
PAX00207,Noah,Ibrahim,Noah Ibrahim,HJZQE4,FL0167,14E,Economy,boarding-pass-issued,False,Italian,noah.ibrahim642@example.com
PAX00208,Linda,Rodriguez,Linda Rodriguez,D28SV2,FL0154,14C,Economy,not-checked-in,False,Canadian,linda.rodriguez263@example.com
PAX00209,Omar,Silva,Omar Silva,TWJYAD,FL0154,27D,Economy,not-checked-in,False,British,omar.silva237@example.com
PAX00210,Sofia,Patel,Sofia Patel,HP52K8,FL0154,7F,Economy,checked-in,False,Japanese,sofia.patel501@example.com
PAX00211,Michael,Sharma,Michael Sharma,PX6TBH,FL0154,8F,Business,not-checked-in,False,Italian,michael.sharma250@example.com
PAX00212,Mei,Rodriguez,Mei Rodriguez,LE9NDU,FL0062,30C,Economy,checked-in,False,Italian,mei.rodriguez790@example.com
PAX00213,Grace,Sharma,Grace Sharma,ML7UKJ,FL0062,29A,Premium Economy,checked-in,False,Emirati,grace.sharma487@example.com
PAX00214,Patricia,Davis,Patricia Davis,2DVMM8,FL0062,20D,Economy,checked-in,False,Australian,patricia.davis93@example.com
PAX00215,Grace,Costa,Grace Costa,H29PKK,FL0062,20A,Economy,checked-in,False,American,grace.costa244@example.com
PAX00216,Ahmed,Nguyen,Ahmed Nguyen,9XTBCE,FL0062,22B,Economy,checked-in,False,Emirati,ahmed.nguyen866@example.com
PAX00217,Daniel,Dubois,Daniel Dubois,9U2656,FL0028,28C,Premium Economy,boarding-pass-issued,False,Emirati,daniel.dubois166@example.com
PAX00218,Isabella,Nguyen,Isabella Nguyen,SX5EPZ,FL0028,28E,Business,checked-in,False,Singaporean,isabella.nguyen101@example.com
PAX00219,Daniel,Costa,Daniel Costa,7G7QUX,FL0028,20F,First,checked-in,False,British,daniel.costa958@example.com
PAX00220,Grace,Bianchi,Grace Bianchi,QWGQGA,FL0028,29E,Economy,not-checked-in,False,Brazilian,grace.bianchi860@example.com
PAX00221,Daniel,Chen,Daniel Chen,UG5CZS,FL0136,25C,Premium Economy,checked-in,False,Brazilian,daniel.chen262@example.com
PAX00222,Priya,Kumar,Priya Kumar,A7HFE9,FL0136,16B,Economy,checked-in,False,French,priya.kumar789@example.com
PAX00223,Layla,Silva,Layla Silva,HLHXKW,FL0136,22F,Business,not-checked-in,False,Brazilian,layla.silva791@example.com
PAX00224,Carlos,Schmidt,Carlos Schmidt,RYVC32,FL0136,4F,Economy,not-checked-in,True,French,carlos.schmidt226@example.com
PAX00225,Carlos,Silva,Carlos Silva,Y7G8SE,FL0136,31C,Economy,checked-in,False,Indian,carlos.silva24@example.com
PAX00226,Layla,Miller,Layla Miller,DTDWTW,FL0136,17E,Economy,checked-in,False,Japanese,layla.miller207@example.com
PAX00227,Patricia,Chen,Patricia Chen,SFJABF,FL0136,15D,Economy,boarding-pass-issued,False,Spanish,patricia.chen567@example.com
PAX00228,Layla,Garcia,Layla Garcia,6UHBZP,FL0136,11C,Economy,checked-in,False,South Korean,layla.garcia840@example.com
PAX00229,Isabella,Rossi,Isabella Rossi,PWDTTA,FL0136,19E,Economy,checked-in,False,South Korean,isabella.rossi934@example.com
PAX00230,Ethan,Ibrahim,Ethan Ibrahim,RPV3PU,FL0122,16B,Economy,not-checked-in,False,Japanese,ethan.ibrahim760@example.com
PAX00231,Grace,Ali,Grace Ali,KMX5WS,FL0122,22A,Business,checked-in,False,Australian,grace.ali637@example.com
PAX00232,Ravi,Silva,Ravi Silva,HCKSPS,FL0122,10F,Economy,not-checked-in,False,German,ravi.silva379@example.com
PAX00233,Omar,Garcia,Omar Garcia,QXYPCA,FL0122,16E,Economy,checked-in,True,Indian,omar.garcia554@example.com
PAX00234,Wei,Kumar,Wei Kumar,UAJFVX,FL0122,16A,Economy,checked-in,False,German,wei.kumar581@example.com
PAX00235,Zara,Hassan,Zara Hassan,PGAE8E,FL0122,1E,Economy,boarding-pass-issued,False,French,zara.hassan878@example.com
PAX00236,Liam,Kumar,Liam Kumar,9HBU9C,FL0122,29E,Economy,checked-in,False,Italian,liam.kumar483@example.com
PAX00237,Ravi,Silva,Ravi Silva,478VZK,FL0120,2C,Economy,checked-in,False,Singaporean,ravi.silva809@example.com
PAX00238,Daniel,O'Brien,Daniel O'Brien,HSDMSX,FL0120,4E,Business,checked-in,False,British,daniel.o'brien511@example.com
PAX00239,Mary,Müller,Mary Müller,45KNTN,FL0120,6B,Economy,checked-in,False,Singaporean,mary.müller430@example.com
PAX00240,Olivia,Rodriguez,Olivia Rodriguez,55FMJ7,FL0120,3B,Economy,checked-in,False,American,olivia.rodriguez139@example.com
PAX00241,Patricia,Lopez,Patricia Lopez,WT3UHS,FL0120,24A,Economy,checked-in,False,Japanese,patricia.lopez648@example.com
PAX00242,Ahmed,Schmidt,Ahmed Schmidt,3CMC7F,FL0120,28B,Economy,checked-in,False,Japanese,ahmed.schmidt210@example.com
PAX00243,Patricia,Singh,Patricia Singh,65KDPL,FL0086,32D,Economy,checked-in,False,Spanish,patricia.singh202@example.com
PAX00244,Zara,Garcia,Zara Garcia,8XDBNL,FL0086,11D,Economy,checked-in,False,American,zara.garcia336@example.com
PAX00245,Patricia,Khan,Patricia Khan,RXFGPC,FL0086,5D,Economy,checked-in,False,Spanish,patricia.khan578@example.com
PAX00246,Patricia,Hassan,Patricia Hassan,G7BWEX,FL0086,17F,Economy,checked-in,False,Australian,patricia.hassan210@example.com
PAX00247,Elizabeth,Smith,Elizabeth Smith,MGCPHE,FL0086,16A,First,boarding-pass-issued,False,Spanish,elizabeth.smith719@example.com
PAX00248,Patricia,Park,Patricia Park,LAHHAX,FL0086,4F,Economy,checked-in,False,French,patricia.park267@example.com
PAX00249,Carlos,Hernandez,Carlos Hernandez,5PHKTU,FL0086,7A,Economy,checked-in,False,Brazilian,carlos.hernandez286@example.com
PAX00250,Arjun,Lefevre,Arjun Lefevre,FG7TBP,FL0086,19B,Economy,checked-in,False,Canadian,arjun.lefevre324@example.com
PAX00251,Ingrid,Rodriguez,Ingrid Rodriguez,9GPLP6,FL0105,25E,Business,not-checked-in,False,Australian,ingrid.rodriguez480@example.com
PAX00252,Isabella,Lopez,Isabella Lopez,NSFM2W,FL0105,7D,Economy,checked-in,False,South Korean,isabella.lopez846@example.com
PAX00253,Emma,Sato,Emma Sato,B46QS2,FL0105,23A,Business,checked-in,False,Australian,emma.sato242@example.com
PAX00254,Mei,Patel,Mei Patel,LMCYQ8,FL0105,6E,Economy,checked-in,False,Japanese,mei.patel848@example.com
PAX00255,Linda,Kumar,Linda Kumar,K8DNP3,FL0105,17F,Economy,checked-in,False,Chinese,linda.kumar119@example.com
PAX00256,Jennifer,Bianchi,Jennifer Bianchi,XKZY47,FL0105,30B,Economy,not-checked-in,False,Spanish,jennifer.bianchi175@example.com
PAX00257,Patricia,Johnson,Patricia Johnson,4PPWPU,FL0105,2A,Economy,checked-in,False,Japanese,patricia.johnson728@example.com
PAX00258,John,Chen,John Chen,QT67KT,FL0105,1D,Economy,checked-in,False,Singaporean,john.chen764@example.com
PAX00259,Layla,Ali,Layla Ali,FEHGLG,FL0259,20A,Economy,boarding-pass-issued,False,Australian,layla.ali588@example.com
PAX00260,Kenji,Ali,Kenji Ali,TRKL7X,FL0259,4F,Premium Economy,boarding-pass-issued,False,Emirati,kenji.ali315@example.com
PAX00261,Wei,Ibrahim,Wei Ibrahim,462VSL,FL0259,26B,Economy,boarding-pass-issued,False,Japanese,wei.ibrahim521@example.com
PAX00262,Olivia,O'Brien,Olivia O'Brien,8T3V6N,FL0259,13C,Economy,checked-in,False,Spanish,olivia.o'brien560@example.com
PAX00263,Grace,Silva,Grace Silva,7WZ3WB,FL0259,15A,Economy,checked-in,False,Brazilian,grace.silva79@example.com
PAX00264,Sven,Rossi,Sven Rossi,YF3WNA,FL0259,18E,Economy,checked-in,False,Indian,sven.rossi60@example.com
PAX00265,Mary,Brown,Mary Brown,Y3PCP9,FL0259,9C,Economy,checked-in,False,Canadian,mary.brown54@example.com
PAX00266,Ahmed,Lopez,Ahmed Lopez,BCXQHG,FL0097,22D,Economy,boarding-pass-issued,False,British,ahmed.lopez638@example.com
PAX00267,Mary,Martinez,Mary Martinez,YA9NNT,FL0097,22C,Business,not-checked-in,True,Chinese,mary.martinez295@example.com
PAX00268,Ravi,Bianchi,Ravi Bianchi,ETMVT9,FL0097,31D,Business,not-checked-in,False,Italian,ravi.bianchi699@example.com
PAX00269,Olivia,Schmidt,Olivia Schmidt,793WD7,FL0044,5B,Economy,checked-in,False,American,olivia.schmidt993@example.com
PAX00270,Lucas,Ibrahim,Lucas Ibrahim,46J9S7,FL0044,4A,Economy,checked-in,False,Italian,lucas.ibrahim71@example.com
PAX00271,Omar,Park,Omar Park,DCVAZ7,FL0044,25B,Economy,checked-in,False,British,omar.park761@example.com
PAX00272,Hana,Martinez,Hana Martinez,MCQJDT,FL0044,19A,Economy,checked-in,True,British,hana.martinez256@example.com
PAX00273,Hana,Müller,Hana Müller,FKAZLR,FL0044,6E,Business,not-checked-in,False,Chinese,hana.müller962@example.com
PAX00274,Ahmed,Patel,Ahmed Patel,Z9YBRZ,FL0170,14E,Economy,checked-in,False,South Korean,ahmed.patel867@example.com
PAX00275,Liam,Costa,Liam Costa,WWW394,FL0170,5C,Economy,not-checked-in,False,French,liam.costa853@example.com
PAX00276,Wei,Smith,Wei Smith,9GV3JL,FL0170,10A,Economy,checked-in,False,Emirati,wei.smith71@example.com
PAX00277,Layla,Johnson,Layla Johnson,TQS87J,FL0170,20F,Business,checked-in,False,Italian,layla.johnson685@example.com
PAX00278,Ravi,Silva,Ravi Silva,LPR4T3,FL0170,1E,First,checked-in,False,Emirati,ravi.silva861@example.com
PAX00279,Patricia,Rodriguez,Patricia Rodriguez,6BSN85,FL0170,30B,Economy,checked-in,False,American,patricia.rodriguez615@example.com
PAX00280,Jennifer,Johnson,Jennifer Johnson,67F679,FL0102,8D,Economy,checked-in,False,Spanish,jennifer.johnson195@example.com
PAX00281,Robert,Rossi,Robert Rossi,US3PNG,FL0102,15B,Economy,not-checked-in,False,Canadian,robert.rossi250@example.com
PAX00282,Ravi,Davis,Ravi Davis,9LMZAG,FL0102,5C,Economy,boarding-pass-issued,False,Canadian,ravi.davis26@example.com
PAX00283,Noah,Sharma,Noah Sharma,3HJ34J,FL0102,1C,Business,not-checked-in,False,Australian,noah.sharma754@example.com
PAX00284,Sofia,Tran,Sofia Tran,46TBVX,FL0102,2E,Economy,checked-in,False,Chinese,sofia.tran377@example.com
PAX00285,Layla,Martinez,Layla Martinez,78DW8L,FL0102,3F,Premium Economy,checked-in,False,Brazilian,layla.martinez953@example.com
PAX00286,James,Bianchi,James Bianchi,SU36EA,FL0102,5E,Economy,not-checked-in,True,Canadian,james.bianchi991@example.com
PAX00287,Daniel,Müller,Daniel Müller,6ZSQ4T,FL0102,7F,Economy,checked-in,False,American,daniel.müller240@example.com
PAX00288,Sven,Dubois,Sven Dubois,SLYRWZ,FL0118,24B,Economy,not-checked-in,True,Spanish,sven.dubois744@example.com
PAX00289,Ava,Jones,Ava Jones,NR2UQE,FL0118,24C,Economy,checked-in,False,American,ava.jones166@example.com
PAX00290,Valentina,Tran,Valentina Tran,GFPZZG,FL0118,24F,Economy,checked-in,False,Japanese,valentina.tran225@example.com
PAX00291,David,Müller,David Müller,D4S7SK,FL0118,17A,Premium Economy,not-checked-in,False,American,david.müller759@example.com
PAX00292,Arjun,Silva,Arjun Silva,HWBMTQ,FL0118,21B,Premium Economy,checked-in,False,Emirati,arjun.silva797@example.com
PAX00293,Grace,Murphy,Grace Murphy,SAVJ2Q,FL0118,30D,Business,checked-in,False,Singaporean,grace.murphy164@example.com
PAX00294,Olivia,Tanaka,Olivia Tanaka,WBYZHE,FL0118,21B,Premium Economy,checked-in,False,Japanese,olivia.tanaka3@example.com
PAX00295,Noah,Kumar,Noah Kumar,KWFSVH,FL0240,8C,Economy,checked-in,False,Canadian,noah.kumar143@example.com
PAX00296,Elizabeth,Kumar,Elizabeth Kumar,A8K363,FL0240,28A,Economy,not-checked-in,False,German,elizabeth.kumar384@example.com
PAX00297,Elizabeth,Chen,Elizabeth Chen,KMKQBJ,FL0240,11A,Business,checked-in,False,Italian,elizabeth.chen684@example.com
PAX00298,Sofia,Schmidt,Sofia Schmidt,RKTZAE,FL0240,28D,Economy,not-checked-in,False,Spanish,sofia.schmidt236@example.com
PAX00299,Mei,Larsen,Mei Larsen,EXUKBY,FL0240,28E,Economy,checked-in,True,French,mei.larsen665@example.com
PAX00300,Michael,Singh,Michael Singh,EUFMX9,FL0240,33F,Business,checked-in,False,Chinese,michael.singh76@example.com
PAX00301,Mary,Hernandez,Mary Hernandez,RDWMT6,FL0240,8D,First,checked-in,False,South Korean,mary.hernandez867@example.com
PAX00302,Ravi,Martinez,Ravi Martinez,N5VJL2,FL0145,6A,Economy,checked-in,False,Italian,ravi.martinez849@example.com
PAX00303,David,Lefevre,David Lefevre,ZDAJAM,FL0145,33C,Economy,boarding-pass-issued,False,French,david.lefevre19@example.com
PAX00304,Kenji,Müller,Kenji Müller,2V3QAE,FL0145,16C,Economy,checked-in,False,American,kenji.müller321@example.com
PAX00305,Daniel,Tran,Daniel Tran,2S569D,FL0145,20A,Economy,checked-in,False,Australian,daniel.tran762@example.com
PAX00306,Zara,Martinez,Zara Martinez,ZCTP82,FL0145,31F,Premium Economy,not-checked-in,False,Spanish,zara.martinez681@example.com
PAX00307,Layla,Martinez,Layla Martinez,9TX2WL,FL0145,21D,Economy,checked-in,False,Indian,layla.martinez665@example.com
PAX00308,Ahmed,Singh,Ahmed Singh,YEDM7B,FL0145,7A,First,checked-in,False,Brazilian,ahmed.singh275@example.com
PAX00309,Ravi,Lefevre,Ravi Lefevre,GJEZQK,FL0145,8A,Economy,checked-in,False,German,ravi.lefevre250@example.com
PAX00310,Anika,Singh,Anika Singh,2SZNAM,FL0256,24D,Economy,checked-in,False,Spanish,anika.singh99@example.com
PAX00311,Michael,Nguyen,Michael Nguyen,X92GBW,FL0256,19F,Economy,boarding-pass-issued,False,Canadian,michael.nguyen703@example.com
PAX00312,Carlos,Ali,Carlos Ali,54GK47,FL0256,3F,Economy,not-checked-in,False,Brazilian,carlos.ali945@example.com
PAX00313,Layla,Murphy,Layla Murphy,9XXT2C,FL0256,17C,Economy,boarding-pass-issued,False,Italian,layla.murphy870@example.com
PAX00314,Yusuf,Murphy,Yusuf Murphy,BGNGE9,FL0124,29C,Economy,checked-in,False,French,yusuf.murphy622@example.com
PAX00315,Mei,Lopez,Mei Lopez,W9MWMY,FL0124,25B,Premium Economy,checked-in,False,American,mei.lopez972@example.com
PAX00316,Michael,Singh,Michael Singh,PKCXZQ,FL0124,27B,Economy,checked-in,False,Canadian,michael.singh446@example.com
PAX00317,Isabella,Silva,Isabella Silva,KGW82W,FL0124,31F,Economy,not-checked-in,False,Italian,isabella.silva331@example.com
PAX00318,Olivia,Davis,Olivia Davis,FJMJEQ,FL0124,21B,Economy,not-checked-in,False,South Korean,olivia.davis340@example.com
PAX00319,Robert,Larsen,Robert Larsen,FF9HTG,FL0124,5A,Economy,checked-in,False,Canadian,robert.larsen993@example.com
PAX00320,Diego,Davis,Diego Davis,G2K5QG,FL0177,28D,Economy,checked-in,False,South Korean,diego.davis790@example.com
PAX00321,Sven,Khan,Sven Khan,6DD9UQ,FL0177,6B,Business,checked-in,False,Emirati,sven.khan437@example.com
PAX00322,Ava,Jones,Ava Jones,PW38LN,FL0177,29E,Economy,checked-in,False,Japanese,ava.jones856@example.com
PAX00323,Priya,Johnson,Priya Johnson,XXEBDP,FL0177,5E,Business,boarding-pass-issued,False,American,priya.johnson342@example.com
PAX00324,Daniel,Wang,Daniel Wang,Z29LMA,FL0177,10B,Premium Economy,not-checked-in,False,French,daniel.wang729@example.com
PAX00325,Elizabeth,Khan,Elizabeth Khan,Z35PNN,FL0177,23C,Economy,checked-in,False,French,elizabeth.khan478@example.com
PAX00326,Zara,Lefevre,Zara Lefevre,Q2L6MJ,FL0177,5F,Economy,checked-in,False,Japanese,zara.lefevre74@example.com
PAX00327,Liam,Bianchi,Liam Bianchi,QHJVP6,FL0077,15D,Economy,checked-in,False,Indian,liam.bianchi506@example.com
PAX00328,Mei,Garcia,Mei Garcia,PQFTZJ,FL0077,32D,Economy,checked-in,False,Chinese,mei.garcia259@example.com
PAX00329,Robert,Ibrahim,Robert Ibrahim,2PFLN7,FL0077,5C,Economy,boarding-pass-issued,False,Singaporean,robert.ibrahim681@example.com
PAX00330,Linda,Johnson,Linda Johnson,MEKWUG,FL0077,1B,Premium Economy,checked-in,False,Chinese,linda.johnson37@example.com
PAX00331,Emma,Ali,Emma Ali,UVN57D,FL0077,31B,Economy,checked-in,False,South Korean,emma.ali923@example.com
PAX00332,Emma,Müller,Emma Müller,PW9NC7,FL0036,31B,Economy,boarding-pass-issued,False,Brazilian,emma.müller162@example.com
PAX00333,Fatima,Larsen,Fatima Larsen,JTXCUZ,FL0036,8D,Economy,checked-in,False,Emirati,fatima.larsen17@example.com
PAX00334,Fatima,Hernandez,Fatima Hernandez,A3CRPQ,FL0036,3E,Economy,checked-in,True,Japanese,fatima.hernandez922@example.com
PAX00335,Diego,Rodriguez,Diego Rodriguez,UN885F,FL0036,11E,Economy,not-checked-in,False,Singaporean,diego.rodriguez814@example.com
PAX00336,Daniel,Patel,Daniel Patel,78SLHF,FL0137,33B,Economy,not-checked-in,False,Canadian,daniel.patel436@example.com
PAX00337,Michael,Rodriguez,Michael Rodriguez,PBLQR4,FL0137,32E,Economy,not-checked-in,False,French,michael.rodriguez578@example.com
PAX00338,Linda,Silva,Linda Silva,GX5SN8,FL0137,22C,Economy,checked-in,False,Spanish,linda.silva540@example.com
PAX00339,Lucas,Tanaka,Lucas Tanaka,YQJRXN,FL0210,24F,Economy,checked-in,False,French,lucas.tanaka840@example.com
PAX00340,Grace,Bianchi,Grace Bianchi,7FUDKB,FL0210,23D,Economy,not-checked-in,False,Singaporean,grace.bianchi402@example.com
PAX00341,James,Kim,James Kim,D4EA6Q,FL0210,15D,Economy,checked-in,False,Japanese,james.kim591@example.com
PAX00342,Jennifer,Jones,Jennifer Jones,WPEZ2B,FL0210,7C,Premium Economy,checked-in,False,Emirati,jennifer.jones130@example.com
PAX00343,Valentina,Silva,Valentina Silva,QXWVAT,FL0210,10E,Business,checked-in,False,Brazilian,valentina.silva858@example.com
PAX00344,Kenji,Lopez,Kenji Lopez,DVKNHG,FL0210,15F,Economy,checked-in,False,Australian,kenji.lopez243@example.com
PAX00345,Ava,O'Brien,Ava O'Brien,SKT3HU,FL0210,23B,Economy,checked-in,False,German,ava.o'brien759@example.com
PAX00346,Ethan,Tanaka,Ethan Tanaka,LY5E54,FL0210,4A,Economy,boarding-pass-issued,False,Emirati,ethan.tanaka990@example.com
PAX00347,Priya,Müller,Priya Müller,QSJXYG,FL0210,16A,Economy,boarding-pass-issued,False,Chinese,priya.müller711@example.com
PAX00348,Isabella,Kumar,Isabella Kumar,6F66EY,FL0016,33D,Business,checked-in,False,French,isabella.kumar217@example.com
PAX00349,Grace,Jones,Grace Jones,HQBN78,FL0016,29B,Premium Economy,not-checked-in,False,Canadian,grace.jones919@example.com
PAX00350,John,Khan,John Khan,9NXFZJ,FL0016,19F,Economy,checked-in,False,Australian,john.khan484@example.com
PAX00351,Wei,O'Brien,Wei O'Brien,MKS25W,FL0016,22E,Economy,not-checked-in,False,Singaporean,wei.o'brien364@example.com
PAX00352,Ingrid,O'Brien,Ingrid O'Brien,9WSGN5,FL0016,13A,Economy,boarding-pass-issued,False,Canadian,ingrid.o'brien800@example.com
PAX00353,Mary,Tran,Mary Tran,R33WXY,FL0016,20B,Premium Economy,checked-in,True,Australian,mary.tran228@example.com
PAX00354,Elizabeth,Ali,Elizabeth Ali,5SHCMX,FL0171,24B,Economy,checked-in,False,British,elizabeth.ali211@example.com
PAX00355,Elizabeth,Wang,Elizabeth Wang,AAMALU,FL0171,2D,Economy,checked-in,False,Australian,elizabeth.wang687@example.com
PAX00356,Sven,Lopez,Sven Lopez,UPPBQS,FL0171,7E,Business,boarding-pass-issued,False,South Korean,sven.lopez649@example.com
PAX00357,Wei,Bianchi,Wei Bianchi,FHKGLV,FL0171,21D,Business,checked-in,False,British,wei.bianchi342@example.com
PAX00358,Sven,Patel,Sven Patel,YRMXVL,FL0171,8F,Economy,checked-in,False,British,sven.patel339@example.com
PAX00359,David,Silva,David Silva,XJ2WF8,FL0171,2D,Premium Economy,not-checked-in,False,French,david.silva813@example.com
PAX00360,Ahmed,Rodriguez,Ahmed Rodriguez,HVTCG8,FL0171,24E,Economy,checked-in,False,British,ahmed.rodriguez490@example.com
PAX00361,Ethan,Dubois,Ethan Dubois,PV7M4T,FL0171,30C,Economy,not-checked-in,False,Australian,ethan.dubois429@example.com
PAX00362,Wei,Murphy,Wei Murphy,USADA5,FL0171,29A,Economy,not-checked-in,False,Indian,wei.murphy367@example.com
PAX00363,Daniel,Davis,Daniel Davis,T682EH,FL0144,8A,Economy,checked-in,False,British,daniel.davis997@example.com
PAX00364,Ava,Martinez,Ava Martinez,348FW9,FL0144,27B,Economy,not-checked-in,False,Canadian,ava.martinez816@example.com
PAX00365,Emma,Patel,Emma Patel,BTYT9V,FL0144,17A,Economy,checked-in,False,French,emma.patel145@example.com
PAX00366,David,Lopez,David Lopez,KS9VBM,FL0144,13B,Economy,checked-in,False,Chinese,david.lopez452@example.com
PAX00367,Valentina,Silva,Valentina Silva,V9VHNR,FL0144,16A,Economy,not-checked-in,False,French,valentina.silva581@example.com
PAX00368,Fatima,Khan,Fatima Khan,MB57CP,FL0144,18E,Economy,boarding-pass-issued,False,South Korean,fatima.khan412@example.com
PAX00369,James,Rossi,James Rossi,4LQMD9,FL0144,1D,Economy,not-checked-in,False,Spanish,james.rossi861@example.com
PAX00370,Elizabeth,Nguyen,Elizabeth Nguyen,4KXA6V,FL0144,25E,Economy,checked-in,False,Canadian,elizabeth.nguyen509@example.com
PAX00371,Hana,Park,Hana Park,MFPV22,FL0144,12F,Economy,boarding-pass-issued,False,South Korean,hana.park766@example.com
PAX00372,Robert,Khan,Robert Khan,SYVTKD,FL0191,15B,Economy,checked-in,False,Canadian,robert.khan124@example.com
PAX00373,David,Bianchi,David Bianchi,7S9FK7,FL0191,6D,Economy,boarding-pass-issued,False,Chinese,david.bianchi525@example.com
PAX00374,Robert,Martinez,Robert Martinez,B5HL4Y,FL0191,21A,Economy,boarding-pass-issued,False,Canadian,robert.martinez322@example.com
PAX00375,Layla,Brown,Layla Brown,62RU62,FL0191,10A,Economy,checked-in,False,Australian,layla.brown102@example.com
PAX00376,Robert,Tanaka,Robert Tanaka,APLSUK,FL0191,16A,First,boarding-pass-issued,False,Japanese,robert.tanaka867@example.com
PAX00377,Ahmed,Ibrahim,Ahmed Ibrahim,WKZSMK,FL0191,25B,Economy,not-checked-in,False,American,ahmed.ibrahim707@example.com
PAX00378,Layla,Hernandez,Layla Hernandez,BZF6BH,FL0191,7D,Economy,checked-in,False,Indian,layla.hernandez551@example.com
PAX00379,Sofia,Tran,Sofia Tran,AHXLBD,FL0191,29B,Economy,boarding-pass-issued,False,Indian,sofia.tran744@example.com
PAX00380,Ethan,Rodriguez,Ethan Rodriguez,XZDFXD,FL0191,30A,Economy,checked-in,False,Spanish,ethan.rodriguez209@example.com
